Zack Steffen,Manchester City,USA,GK,25,1,1,90,0,0,28,82.1,0,0,0.0,0.0,0,0
Liam Delap,Manchester City,ENG,FW,17,1,0,40,0,0,7,71.4,0,0,0.06,0.0,0,0
Bruno Fernandes,Manchester United,POR,MF,25,37,35,3099,18,12,2283,74.6,9,10,0.45,0.32,6,0
Aaron Wan-Bissaka,Manchester United,ENG,DF,22,34,34,3060,2,4,2065,86.0,0,0,0.03,0.07,3,0
Harry Maguire,Manchester United,ENG,DF,27,34,34,3047,2,1,2139,89.0,0,0,0.06,0.01,11,0
Marcus Rashford,Manchester United,ENG,FW,22,37,33,2920,11,9,1234,80.6,0,0,0.29,0.11,4,0
Luke Shaw,Manchester United,ENG,DF,25,32,30,2654,1,5,2015,81.6,0,0,0.02,0.18,8,0
Victor Lindelöf,Manchester United,SWE,DF,26,29,29,2585,1,1,1800,91.1,0,0,0.02,0.02,0,0
Fred,Manchester United,BRA,MF,27,30,27,2390,1,0,1763,88.2,0,0,0.07,0.1,5,0
David de Gea,Manchester United,ESP,GK,29,26,26,2295,0,0,594,77.1,0,0,0.0,0.0,0,0
Scott McTominay,Manchester United,SCO,MF,23,32,24,2129,4,1,1270,87.3,0,0,0.09,0.04,3,0
Paul Pogba,Manchester United,FRA,"MF,FW",27,26,21,1897,3,3,1343,82.8,0,0,0.1,0.1,3,0
Mason Greenwood,Manchester United,ENG,FW,18,31,21,1822,7,2,732,83.1,0,0,0.37,0.09,2,0
Anthony Martial,Manchester United,FRA,FW,24,22,17,1480,4,3,488,82.8,0,0,0.4,0.12,0,1
Edinson Cavani,Manchester United,URU,FW,33,26,13,1375,10,3,343,78.7,0,0,0.48,0.17,4,0
Dean Henderson,Manchester United,ENG,GK,23,13,12,1125,0,0,314,75.2,0,0,0.0,0.0,3,0
Nemanja Matić,Manchester United,SRB,MF,31,20,12,1106,0,0,975,90.5,0,0,0.02,0.03,2,0
Daniel James,Manchester United,WAL,FW,22,15,11,910,3,1,304,78.0,0,0,0.23,0.12,3,0
Eric Bailly,Manchester United,CIV,DF,26,12,10,916,0,0,547,90.3,0,0,0.01,0.0,3,0
Alex Telles,Manchester United,BRA,DF,27,9,8,690,0,2,570,80.5,0,0,0.02,0.15,0,0
Juan Mata,Manchester United,ESP,"FW,MF",32,9,6,509,1,2,294,84.0,1,1,0.19,0.15,0,0
Donny van de Beek,Manchester United,NED,"MF,FW",23,19,4,524,1,1,279,84.2,0,0,0.05,0.17,1,0
Axel Tuanzebe,Manchester United,ENG,DF,22,9,4,404,0,0,263,89.7,0,0,0.0,0.0,2,0
Brandon Williams,Manchester United,ENG,DF,19,4,2,188,0,0,140,85.7,0,0,0.05,0.01,0,0
Amad Diallo,Manchester United,CIV,FW,18,3,2,166,0,1,64,84.4,0,0,0.02,0.26,0,0
Anthony Elanga,Manchester United,SWE,FW,18,2,2,155,1,0,53,81.1,0,0,0.16,0.02,0,0
Timothy Fosu-Mensah,Manchester United,NED,DF,22,1,1,80,0,0,75,86.7,0,0,0.03,0.31,1,0
Shola Shoretire,Manchester United,ENG,FW,16,2,0,11,0,0,8,75.0,0,0,0.0,0.0,0,0
Odion Ighalo,Manchester United,NGA,FW,31,1,0,10,0,0,1,100.0,0,0,0.0,0.0,0,0
Hannibal Mejbri,Manchester United,FRA,MF,17,1,0,9,0,0,3,100.0,0,0,0.0,0.0,0,0
William Thomas Fish,Manchester United,ENG,DF,17,1,0,1,0,0,1,0.0,0,0,0.0,0.0,0,0
Andrew Robertson,Liverpool FC,SCO,DF,26,38,38,3383,1,7,3214,79.9,0,0,0.04,0.18,2,0
Mohamed Salah,Liverpool FC,EGY,FW,28,37,34,3078,22,5,1288,83.2,6,6,0.61,0.18,0,0
Trent Alexander-Arnold,Liverpool FC,ENG,DF,21,36,34,3031,2,7,2941,75.3,0,0,0.08,0.24,2,0
Georginio Wijnaldum,Liverpool FC,NED,MF,29,38,34,2941,2,0,1747,93.3,0,0,0.1,0.05,1,0
Alisson,Liverpool FC,BRA,GK,27,33,33,2970,1,0,1137,85.2,0,0,0.0,0.0,1,0
Roberto Firmino,Liverpool FC,BRA,FW,28,36,33,2838,9,7,1308,79.7,0,0,0.4,0.2,2,0
Sadio Mané,Liverpool FC,SEN,FW,28,35,31,2810,11,7,1064,75.4,0,0,0.49,0.18,3,0
Fabinho,Liverpool FC,BRA,"DF,MF",26,30,28,2567,0,0,2049,91.1,0,0,0.02,0.01,6,0
Thiago Alcántara,Liverpool FC,ESP,MF,29,24,20,1854,1,0,1674,89.5,0,0,0.07,0.11,4,0
Jordan Henderson,Liverpool FC,ENG,"MF,DF",30,21,20,1704,1,1,1812,86.8,0,0,0.09,0.07,0,0
Nathaniel Phillips,Liverpool FC,ENG,DF,23,17,15,1456,1,1,1058,87.2,0,0,0.07,0.02,2,0
Curtis Jones,Liverpool FC,ENG,MF,19,24,13,1179,1,2,976,91.2,0,0,0.11,0.12,2,0
Diogo Jota,Liverpool FC,POR,FW,23,19,12,1112,9,0,451,72.5,0,0,0.53,0.13,2,0
James Milner,Liverpool FC,ENG,"MF,DF",34,26,11,1070,0,1,913,84.9,0,0,0.04,0.1,3,0
Ozan Kabak,Liverpool FC,TUR,DF,20,9,9,801,0,0,554,90.6,0,0,0.01,0.02,3,0
Joël Matip,Liverpool FC,CMR,DF,28,10,9,691,1,2,527,88.4,0,0,0.08,0.14,2,0
Rhys Williams,Liverpool FC,ENG,DF,19,9,7,661,0,0,451,92.0,0,0,0.07,0.05,0,0
Naby Keïta,Liverpool FC,GUI,MF,25,10,7,520,0,0,356,87.4,0,0,0.09,0.14,1,0
Joe Gomez,Liverpool FC,ENG,DF,23,7,6,590,0,0,532,90.2,0,0,0.0,0.0,0,0
Xherdan Shaqiri,Liverpool FC,SUI,"MF,FW",28,14,5,556,0,2,426,83.6,0,0,0.06,0.49,2,0
Virgil van Dijk,Liverpool FC,NED,DF,29,5,5,370,1,0,329,90.0,0,0,0.08,0.0,1,0
Adrián,Liverpool FC,ESP,GK,33,3,3,270,0,0,99,76.8,0,0,0.0,0.0,0,0
Neco Williams,Liverpool FC,WAL,DF,19,6,3,249,0,0,213,73.2,0,0,0.03,0.1,1,0
Takumi Minamino,Liverpool FC,JPN,"MF,FW",25,9,2,293,1,0,139,79.9,0,0,0.2,0.0,0,0
Alex Oxlade-Chamberlain,Liverpool FC,ENG,"FW,MF",26,13,2,253,1,1,138,75.4,0,0,0.13,0.08,0,0
Divock Origi,Liverpool FC,BEL,FW,25,9,2,186,0,0,60,76.7,0,0,0.47,0.11,0,0
Caoimhín Kelleher,Liverpool FC,IRL,GK,21,2,2,180,0,0,62,82.3,0,0,0.0,0.0,0,0
Kostas Tsimikas,Liverpool FC,GRE,DF,24,2,0,7,0,0,8,75.0,0,0,0.0,0.0,0,0
Kasper Schmeichel,Leicester City,DEN,GK,33,38,38,3420,0,0,1218,72.7,0,0,0.0,0.0,0,0
Youri Tielemans,Leicester City,BEL,MF,23,38,37,3357,6,4,2559,78.6,2,2,0.12,0.09,6,0
Jamie Vardy,Leicester City,ENG,FW,33,34,31,2840,15,9,452,66.4,8,9,0.62,0.16,1,0
Jonny Evans,Leicester City,NIR,DF,32,28,28,2473,2,2,1764,87.5,0,0,0.06,0.01,7,0
Timothy Castagne,Leicester City,BEL,DF,24,27,27,2345,2,3,1512,83.8,0,0,0.05,0.08,1,0
Wesley Fofana,Leicester City,FRA,DF,19,28,27,2262,0,0,1672,88.2,0,0,0.04,0.01,7,0
Wilfred Ndidi,Leicester City,NGA,"MF,DF",23,26,25,2176,1,4,1363,88.1,0,0,0.03,0.06,6,0
James Maddison,Leicester City,ENG,"MF,FW",23,31,24,2099,8,5,1116,77.3,0,0,0.19,0.23,4,0
James Justin,Leicester City,ENG,DF,22,23,23,2070,2,1,1248,79.2,0,0,0.07,0.07,4,0
Harvey Barnes,Leicester City,ENG,"FW,MF",22,25,22,1945,9,4,626,74.8,0,0,0.29,0.07,0,0
Çağlar Söyüncü,Leicester City,TUR,DF,24,23,19,1819,1,0,1351,89.0,0,0,0.03,0.01,2,0
Marc Albrighton,Leicester City,ENG,"DF,FW",30,31,17,1746,1,5,923,68.8,0,0,0.07,0.23,2,0
Kelechi Iheanacho,Leicester City,NGA,FW,23,25,16,1459,12,2,501,79.8,0,1,0.48,0.18,1,0
Nampalys Mendy,Leicester City,SEN,MF,28,23,15,1459,0,1,965,91.4,0,0,0.01,0.02,5,0
Ayoze Pérez,Leicester City,ESP,"MF,FW",27,25,15,1331,2,1,499,76.6,0,0,0.22,0.08,2,0
Luke Thomas,Leicester City,ENG,DF,19,14,12,969,1,0,484,74.2,0,0,0.03,0.02,2,0
Ricardo Pereira,Leicester City,POR,DF,26,15,10,959,0,1,525,78.3,0,0,0.04,0.05,3,0
Dennis Praet,Leicester City,BEL,"MF,FW",26,15,10,718,1,1,313,79.2,0,0,0.07,0.1,0,0
Daniel Amartey,Leicester City,GHA,DF,25,12,8,722,1,0,466,85.8,0,0,0.05,0.0,3,0
Christian Fuchs,Leicester City,AUT,DF,34,9,8,702,0,0,589,81.2,0,0,0.01,0.0,4,0
Hamza Choudhury,Leicester City,ENG,MF,22,10,4,316,0,0,235,80.9,0,0,0.11,0.0,1,0
Cengiz Ünder,Leicester City,TUR,"MF,FW",23,9,1,281,0,2,129,70.5,0,0,0.08,0.57,0,0
Sidnei Tavares,Leicester City,POR,MF,18,2,1,85,0,0,26,73.1,0,0,0.06,0.0,0,0
Islam Slimani,Leicester City,ALG,FW,32,1,0,20,0,0,11,72.7,0,0,0.19,0.13,0,0
Demarai Gray,Leicester City,ENG,FW,24,1,0,19,0,0,11,63.6,0,0,0.43,0.0,0,0
Wes Morgan,Leicester City,JAM,DF,36,3,0,18,0,0,5,100.0,0,0,0.0,0.0,0,0
Khanya Leshabela,Leicester City,RSA,MF,20,1,0,10,0,0,9,77.8,0,0,0.0,0.0,0,0
Tomáš Souček,West Ham United,CZE,MF,25,38,38,3419,10,1,1539,76.9,0,0,0.24,0.04,7,1
Aaron Cresswell,West Ham United,ENG,DF,30,36,36,3170,0,8,2060,74.8,0,0,0.03,0.17,3,0
Łukasz Fabiański,West Ham United,POL,GK,35,35,35,3150,0,0,1002,60.5,0,0,0.0,0.0,2,0
Vladimír Coufal,West Ham United,CZE,DF,27,34,34,3054,0,7,1692,70.9,0,0,0.04,0.14,3,0
Declan Rice,West Ham United,ENG,MF,21,32,32,2879,2,1,1506,86.2,1,2,0.1,0.06,2,0
Pablo Fornals,West Ham United,ESP,"FW,MF",24,33,31,2572,5,4,1102,77.3,0,0,0.23,0.09,3,0
Jarrod Bowen,West Ham United,ENG,"FW,MF",23,38,30,2562,8,5,734,68.0,0,0,0.22,0.16,0,0
Angelo Ogbonna,West Ham United,ITA,DF,32,28,28,2492,3,0,960,84.4,0,0,0.05,0.04,5,0
Michail Antonio,West Ham United,ENG,FW,30,26,24,1974,10,5,490,66.5,0,0,0.52,0.11,3,0
Craig Dawson,West Ham United,ENG,DF,30,22,22,1925,3,0,718,82.5,0,0,0.08,0.0,5,1
Jesse Lingard,West Ham United,ENG,"MF,FW",27,16,16,1421,9,4,669,81.3,1,2,0.32,0.09,3,0
Issa Diop,West Ham United,FRA,DF,23,18,15,1381,2,0,563,84.4,0,0,0.02,0.0,3,0
Saïd Benrahma,West Ham United,ALG,"FW,MF",24,30,14,1391,1,6,527,78.0,0,0,0.15,0.28,0,0
Fabián Balbuena,West Ham United,PAR,DF,28,14,13,1198,1,0,465,76.8,0,0,0.05,0.0,1,1
Arthur Masuaku,West Ham United,COD,"DF,FW",26,12,12,1006,0,2,552,80.1,0,0,0.03,0.17,2,0
Sébastien Haller,West Ham United,CIV,FW,26,16,10,937,3,0,252,67.9,0,0,0.28,0.12,0,0
Mark Noble,West Ham United,ENG,MF,33,21,8,712,0,0,429,87.2,0,0,0.0,0.03,1,0
Ryan Fredericks,West Ham United,ENG,"DF,FW",27,14,6,569,1,1,279,72.8,0,0,0.05,0.19,2,0
Manuel Lanzini,West Ham United,ARG,"MF,FW",27,17,5,566,1,1,368,88.9,0,0,0.18,0.14,1,0
Ben Johnson,West Ham United,ENG,DF,20,14,5,523,1,0,219,70.3,0,0,0.06,0.04,1,0
Darren Randolph,West Ham United,IRL,GK,33,3,3,270,0,0,66,54.5,0,0,0.0,0.0,0,0
Andriy Yarmolenko,West Ham United,UKR,"FW,MF",30,15,1,375,0,1,157,79.0,0,0,0.1,0.23,3,0
Robert Snodgrass,West Ham United,SCO,"FW,DF",32,3,0,5,0,0,3,100.0,0,0,0.0,0.0,0,0
Felipe Anderson,West Ham United,BRA,"FW,MF",27,2,0,3,0,0,6,66.7,0,0,0.0,0.0,0,0
Pierre Højbjerg,Tottenham Hotspur,DEN,MF,24,38,38,3420,2,4,2687,88.9,0,0,0.03,0.05,9,0
Hugo Lloris,Tottenham Hotspur,FRA,GK,33,38,38,3420,0,0,1067,71.5,0,0,0.0,0.0,0,0
Son Heung-min,Tottenham Hotspur,KOR,FW,28,37,36,3114,17,10,1199,76.7,1,1,0.3,0.26,0,0
Harry Kane,Tottenham Hotspur,ENG,FW,27,35,35,3082,23,14,937,70.1,4,4,0.6,0.22,1,0
Eric Dier,Tottenham Hotspur,ENG,DF,26,28,28,2520,0,0,1654,84.6,0,0,0.03,0.0,3,0
Tanguy Ndombele,Tottenham Hotspur,FRA,MF,23,33,28,2091,3,2,1165,85.3,0,0,0.06,0.1,3,0
Sergio Reguilón,Tottenham Hotspur,ESP,DF,23,27,26,2244,0,3,1393,77.2,0,0,0.06,0.07,5,0
Toby Alderweireld,Tottenham Hotspur,BEL,DF,31,25,25,2240,1,0,1366,83.7,0,0,0.03,0.01,2,0
Serge Aurier,Tottenham Hotspur,CIV,DF,27,19,19,1605,2,3,954,80.6,0,0,0.08,0.11,0,0
Davinson Sánchez,Tottenham Hotspur,COL,DF,24,18,17,1486,0,0,977,86.9,0,0,0.07,0.0,1,0
Moussa Sissoko,Tottenham Hotspur,FRA,MF,30,25,15,1585,0,0,792,84.1,0,0,0.02,0.03,3,0
Lucas Moura,Tottenham Hotspur,BRA,"FW,MF",27,30,14,1411,3,4,600,74.7,0,0,0.14,0.14,1,0
Ben Davies,Tottenham Hotspur,WAL,DF,27,20,14,1346,0,1,783,77.9,0,0,0.01,0.04,1,0
Matt Doherty,Tottenham Hotspur,IRL,DF,28,17,13,1240,0,2,826,80.6,0,0,0.03,0.06,4,1
Steven Bergwijn,Tottenham Hotspur,NED,"FW,MF",22,21,13,1208,1,3,428,81.1,0,0,0.18,0.09,3,0
Giovani Lo Celso,Tottenham Hotspur,ARG,MF,24,18,11,945,1,1,589,78.9,0,0,0.11,0.12,5,0
Gareth Bale,Tottenham Hotspur,WAL,FW,31,20,10,920,11,2,408,69.6,0,0,0.52,0.19,1,0
Harry Winks,Tottenham Hotspur,ENG,MF,24,15,9,861,0,0,658,84.2,0,0,0.01,0.03,5,0
Joe Rodon,Tottenham Hotspur,WAL,DF,22,12,8,733,0,0,411,88.8,0,0,0.0,0.0,0,0
Dele Alli,Tottenham Hotspur,ENG,MF,24,15,7,620,0,1,337,80.1,0,0,0.2,0.13,0,0
Japhet Tanganga,Tottenham Hotspur,ENG,DF,21,6,6,487,0,0,229,84.3,0,0,0.04,0.0,2,0
Érik Lamela,Tottenham Hotspur,ARG,"FW,MF",28,23,5,717,1,0,368,78.5,0,0,0.18,0.12,6,1
Carlos Vinícius,Tottenham Hotspur,BRA,FW,25,9,3,308,1,0,44,56.8,0,0,0.4,0.03,2,0
Dane Scarlett,Tottenham Hotspur,ENG,FW,16,1,0,1,0,0,0,-1.0,0,0,0.0,0.0,0,0
Bernd Leno,Arsenal,GER,GK,28,35,35,3131,0,0,1156,79.8,0,0,0.0,0.0,0,1
Bukayo Saka,Arsenal,ENG,"FW,DF",18,32,30,2553,5,3,1155,74.9,0,0,0.24,0.17,1,0
Granit Xhaka,Arsenal,SUI,"MF,DF",27,31,29,2522,1,2,2164,89.9,0,0,0.03,0.06,7,1
Rob Holding,Arsenal,ENG,DF,24,30,28,2558,0,1,1768,89.3,0,0,0.04,0.01,2,0
Pierre-Emerick Aubameyang,Arsenal,GAB,FW,31,29,26,2332,10,3,691,75.0,2,2,0.41,0.11,2,0
Kieran Tierney,Arsenal,SCO,DF,23,27,26,2299,1,3,1490,76.2,0,0,0.02,0.16,4,0
Héctor Bellerín,Arsenal,ESP,DF,25,25,24,2089,1,2,1302,82.9,0,0,0.04,0.1,8,0
Gabriel Dos Santos,Arsenal,BRA,DF,22,23,22,1996,2,0,1492,86.0,0,0,0.05,0.0,4,1
Alexandre Lacazette,Arsenal,FRA,FW,29,31,22,1923,13,2,524,78.2,3,3,0.46,0.13,3,0
Thomas Partey,Arsenal,GHA,MF,27,24,18,1534,0,2,1112,86.9,0,0,0.08,0.06,5,0
Emile Smith-Rowe,Arsenal,ENG,"MF,FW",20,20,18,1440,2,4,724,87.7,0,0,0.13,0.18,0,0
Dani Ceballos,Arsenal,ESP,MF,23,25,17,1615,0,3,1286,86.5,0,0,0.04,0.16,4,0
Mohamed Elneny,Arsenal,EGY,MF,28,23,17,1544,1,0,1003,93.4,0,0,0.03,0.01,3,0
David Luiz,Arsenal,BRA,DF,33,20,17,1396,1,0,965,83.6,0,0,0.06,0.03,1,1
Nicolas Pépé,Arsenal,CIV,FW,25,29,16,1616,10,1,674,75.7,1,1,0.39,0.05,1,1
Willian,Arsenal,BRA,"FW,MF",31,25,16,1406,1,5,787,79.3,0,0,0.13,0.16,0,0
Pablo Marí,Arsenal,ESP,DF,26,10,10,900,0,0,592,90.7,0,0,0.0,0.0,2,0
Martin Ødegaard,Arsenal,NOR,MF,21,14,9,866,1,2,521,86.4,0,0,0.11,0.22,0,0
Calum Chambers,Arsenal,ENG,DF,25,10,8,753,0,2,575,80.3,0,0,0.07,0.14,0,0
Cédric Soares,Arsenal,POR,DF,28,10,8,746,0,1,463,75.8,0,0,0.03,0.11,1,0
Martinelli,Arsenal,BRA,FW,19,14,7,589,2,1,159,79.2,0,0,0.53,0.32,0,0
Ainsley Maitland-Niles,Arsenal,ENG,DF,22,11,5,490,0,0,288,78.5,0,0,0.02,0.04,0,0
Eddie Nketiah,Arsenal,ENG,FW,21,17,4,423,2,1,89,82.0,0,0,0.52,0.18,0,0
Mathew Ryan,Arsenal,AUS,GK,28,3,3,270,0,0,67,92.5,0,0,0.0,0.0,0,0
Joe Willock,Arsenal,ENG,MF,20,7,2,238,0,0,91,75.8,0,0,0.17,0.02,1,0
Sead Kolašinac,Arsenal,BIH,DF,27,1,1,90,0,0,64,84.4,0,0,0.0,0.0,0,0
Reiss Nelson,Arsenal,ENG,FW,20,2,0,71,0,0,30,56.7,0,0,0.06,0.0,0,0
Shkodran Mustafi,Arsenal,GER,DF,28,3,0,47,0,0,48,85.4,0,0,0.0,0.0,0,0
Rúnar Alex Rúnarsson,Arsenal,ISL,GK,25,1,0,16,0,0,11,63.6,0,0,0.0,0.0,0,0
Stuart Dallas,Leeds United,NIR,"DF,MF",29,38,38,3409,8,2,2212,82.0,0,0,0.12,0.05,7,0
Luke Ayling,Leeds United,ENG,DF,28,38,38,3399,0,0,2661,79.3,0,0,0.04,0.07,7,0
Patrick Bamford,Leeds United,ENG,FW,26,38,37,3050,17,7,506,76.3,2,2,0.51,0.12,3,0
Illan Meslier,Leeds United,FRA,GK,20,35,35,3150,0,0,1348,80.9,0,0,0.0,0.0,0,0
Jack Harrison,Leeds United,ENG,MF,23,36,34,2847,8,8,1162,67.8,0,0,0.21,0.22,2,0
Ezgjan Alioski,Leeds United,MKD,DF,28,36,29,2461,2,3,1630,80.1,0,0,0.05,0.11,7,0
Kalvin Phillips,Leeds United,ENG,MF,24,29,28,2428,1,2,1462,82.8,0,0,0.01,0.14,10,0
Mateusz Klich,Leeds United,POL,MF,30,35,28,2393,4,5,1495,79.3,2,2,0.13,0.15,6,0
Raphael Dias Belloli,Leeds United,BRA,MF,23,30,26,2360,6,9,1057,66.7,0,0,0.23,0.31,3,0
Liam Cooper,Leeds United,SCO,DF,28,25,25,2185,1,0,1555,87.7,0,0,0.05,0.0,4,1
Pascal Struijk,Leeds United,NED,"DF,MF",20,27,22,2075,1,0,1259,87.1,0,0,0.1,0.01,3,0
Tyler Roberts,Leeds United,WAL,"MF,FW",21,27,14,1340,1,2,467,72.2,0,0,0.14,0.12,3,0
Rodrigo,Leeds United,ESP,"MF,FW",29,26,14,1288,7,2,573,75.4,0,0,0.44,0.17,3,0
Diego Llorente,Leeds United,ESP,DF,26,15,14,1204,1,0,665,85.4,0,0,0.06,0.05,1,0
Hélder Costa,Leeds United,POR,"MF,FW",26,22,13,1156,3,3,328,73.8,0,0,0.16,0.07,0,0
Robin Koch,Leeds United,GER,"DF,MF",24,17,13,1132,0,0,757,85.6,0,0,0.06,0.01,1,0
Jamie Shackleton,Leeds United,ENG,"MF,DF",20,13,3,461,0,0,206,88.3,0,0,0.0,0.05,0,0
Pablo Hernández,Leeds United,ESP,MF,35,16,3,427,0,2,391,74.2,0,0,0.25,0.14,1,0
Kiko Casilla,Leeds United,ESP,GK,33,3,3,270,0,0,94,87.2,0,0,0.0,0.0,0,0
Gaetano Berardi,Leeds United,SUI,DF,31,2,1,113,0,0,56,82.1,0,0,0.03,0.0,0,0
Ian Carlo Poveda,Leeds United,ENG,"MF,DF",20,14,0,355,0,0,117,73.5,0,0,0.09,0.21,0,0
Niall Huggins,Leeds United,WAL,DF,19,1,0,38,0,0,23,73.9,0,0,0.0,0.0,0,0
Leif Davis,Leeds United,ENG,DF,20,2,0,33,0,0,19,84.2,0,0,0.0,0.0,0,0
Michael Keane,Everton,ENG,DF,27,35,33,2991,3,1,1835,88.9,0,0,0.04,0.03,4,0
Richarlison,Everton,BRA,FW,23,34,33,2861,7,3,772,69.2,1,1,0.36,0.1,4,1
Dominic Calvert-Lewin,Everton,ENG,FW,23,33,32,2871,16,0,669,71.6,0,0,0.48,0.06,3,0
Jordan Pickford,Everton,ENG,GK,26,31,31,2742,0,0,1152,66.1,0,0,0.0,0.0,1,0
